,Genus,species_richness,N,exploration_index,norm_exploration_index,norm_N,norm_species_richness
393,Geniostoma,49,3.0,0.061224489795918366,0.00048590864917395527,0.005145797598627788,0.030006123698714023
560,Lisianthius,33,2.0,0.06060606060606061,0.000481000481000481,0.003430531732418525,0.02020820575627679
12,Afrocanthium,17,1.0,0.058823529411764705,0.0004668534080298786,0.0017152658662092624,0.010410287813839559
174,Ceropegia,450,25.0,0.05555555555555555,0.0004409171075837742,0.04288164665523156,0.27556644213104714
69,Asperula,92,5.0,0.05434782608695652,0.0004313319530710835,0.008576329331046312,0.056338028169014086
523,Ladenbergia,37,2.0,0.05405405405405406,0.000429000429000429,0.003430531732418525,0.0226576852418861
116,Bouvardia,57,3.0,0.05263157894736842,0.0004177109440267335,0.005145797598627788,0.03490508266993264
100,Benkara,19,1.0,0.05263157894736842,0.0004177109440267335,0.0017152658662092624,0.011635027556644213
219,Coptosperma,19,1.0,0.05263157894736842,0.0004177109440267335,0.0017152658662092624,0.011635027556644213
959,Spigelia,96,4.0,0.041666666666666664,0.00033068783068783067,0.00686106346483705,0.05878750765462339
380,Galianthe,53,2.0,0.03773584905660377,0.00029949086552860134,0.003430531732418525,0.032455603184323334
546,Leptactina,27,1.0,0.037037037037037035,0.00029394473838918284,0.0017152658662092624,0.01653398652786283
180,Chassalia,122,4.0,0.03278688524590164,0.00026021337496747333,0.00686106346483705,0.0747091243110839
889,Ruehssia,130,4.0,0.03076923076923077,0.0002442002442002442,0.00686106346483705,0.07960808328230251
830,Psychotria,1633,44.0,0.02694427434170239,0.00021384344715636816,0.07547169811320754,1.0
1041,Timonius,194,5.0,0.02577319587628866,0.00020454917362133855,0.008576329331046312,0.11879975505205144
273,Deppea,39,1.0,0.02564102564102564,0.0002035002035002035,0.0017152658662092624,0.023882424984690752
1055,Tricalysia,81,2.0,0.024691358024691357,0.0001959631589261219,0.003430531732418525,0.049601959583588484
854,Remijia,43,1.0,0.023255813953488372,0.00018456995201181247,0.0017152658662092624,0.026331904470300063
677,Notopleura,103,2.0,0.019417475728155338,0.00015410695022345506,0.003430531732418525,0.06307409675443969
880,Rondeletia,156,3.0,0.019230769230769232,0.00015262515262515263,0.005145797598627788,0.09552969993876301
918,Schradera,58,1.0,0.017241379310344827,0.00013683634373289546,0.0017152658662092624,0.03551745254133497
814,Prestonia,65,1.0,0.015384615384615385,0.0001221001221001221,0.0017152658662092624,0.039804041641151255
844,Pyrostria,76,1.0,0.013157894736842105,0.00010442773600668337,0.0017152658662092624,0.04654011022657685
64,Argostemma,178,1.0,0.0056179775280898875,4.458712323880863e-05,0.0017152658662092624,0.10900183710961421
895,Sabicea,159,0.0,0.0,0.0,0.0,0.09736680955296999
709,Oxypetalum,139,0.0,0.0,0.0,0.0,0.08511941212492345
583,Manettia,127,0.0,0.0,0.0,0.0,0.07777097366809553
1069,Urophyllum,126,0.0,0.0,0.0,0.0,0.0771586037966932
413,Gonolobus,124,0.0,0.0,0.0,0.0,0.07593386405388855
572,Macrocarpaea,121,0.0,0.0,0.0,0.0,0.07409675443968157
849,Randia,116,0.0,0.0,0.0,0.0,0.07103490508266994
299,Ditassa,113,0.0,0.0,0.0,0.0,0.06919779546846296
60,Arachnothryx,104,0.0,0.0,0.0,0.0,0.06368646662584201
604,Metastelma,99,0.0,0.0,0.0,0.0,0.06062461726883037
378,Gaertnera,90,0.0,0.0,0.0,0.0,0.05511328842620943
892,Rytigynia,81,0.0,0.0,0.0,0.0,0.049601959583588484
466,Huernia,78,0.0,0.0,0.0,0.0,0.047764849969381504
189,Chomelia,75,0.0,0.0,0.0,0.0,0.04592774035517452
258,Cynanchica,74,0.0,0.0,0.0,0.0,0.0453153704837722
528,Landolphia,62,0.0,0.0,0.0,0.0,0.037966932026944275
103,Bertiera,57,0.0,0.0,0.0,0.0,0.03490508266993264
618,Mitrasacme,55,0.0,0.0,0.0,0.0,0.03368034292712799
812,Praravinia,50,0.0,0.0,0.0,0.0,0.03061849357011635
927,Sebaea,50,0.0,0.0,0.0,0.0,0.03061849357011635
754,Peponidium,48,0.0,0.0,0.0,0.0,0.029393753827311696
548,Leptodermis,47,0.0,0.0,0.0,0.0,0.02878138395590937
771,Philibertia,44,0.0,0.0,0.0,0.0,0.02694427434170239
2,Acranthera,42,0.0,0.0,0.0,0.0,0.025719534598897736
256,Cyclophyllum,42,0.0,0.0,0.0,0.0,0.025719534598897736
77,Atractocarpus,40,0.0,0.0,0.0,0.0,0.02449479485609308
580,Malanea,40,0.0,0.0,0.0,0.0,0.02449479485609308
52,Anthospermum,39,0.0,0.0,0.0,0.0,0.023882424984690752
711,Pachycarpus,39,0.0,0.0,0.0,0.0,0.023882424984690752
70,Aspidoglossum,37,0.0,0.0,0.0,0.0,0.0226576852418861
263,Danais,37,0.0,0.0,0.0,0.0,0.0226576852418861
414,Gonzalagunia,37,0.0,0.0,0.0,0.0,0.0226576852418861
320,Echidnopsis,36,0.0,0.0,0.0,0.0,0.02204531537048377
850,Raphionacme,36,0.0,0.0,0.0,0.0,0.02204531537048377
478,Ibatia,35,0.0,0.0,0.0,0.0,0.021432945499081445
649,Neanotis,34,0.0,0.0,0.0,0.0,0.020820575627679118
1049,Toxocarpus,34,0.0,0.0,0.0,0.0,0.020820575627679118
569,Machaonia,32,0.0,0.0,0.0,0.0,0.019595835884874464
1098,Xanthophytum,32,0.0,0.0,0.0,0.0,0.019595835884874464
1001,Symbolanthus,31,0.0,0.0,0.0,0.0,0.018983466013472138
1021,Tassadia,31,0.0,0.0,0.0,0.0,0.018983466013472138
34,Amaracarpus,30,0.0,0.0,0.0,0.0,0.01837109614206981
334,Empogona,30,0.0,0.0,0.0,0.0,0.01837109614206981
497,Kadua,30,0.0,0.0,0.0,0.0,0.01837109614206981
268,Declieuxia,29,0.0,0.0,0.0,0.0,0.017758726270667484
306,Dolicholobium,29,0.0,0.0,0.0,0.0,0.017758726270667484
399,Geophila,29,0.0,0.0,0.0,0.0,0.017758726270667484
475,Hypobathrum,28,0.0,0.0,0.0,0.0,0.017146356399265157
923,Scolosanthus,28,0.0,0.0,0.0,0.0,0.017146356399265157
926,Scyphostelma,28,0.0,0.0,0.0,0.0,0.017146356399265157
237,Craterispermum,27,0.0,0.0,0.0,0.0,0.01653398652786283
515,Kohautia,27,0.0,0.0,0.0,0.0,0.01653398652786283
108,Blepharodon,26,0.0,0.0,0.0,0.0,0.015921616656460504
643,Myrmecodia,26,0.0,0.0,0.0,0.0,0.015921616656460504
716,Pagamea,26,0.0,0.0,0.0,0.0,0.015921616656460504
912,Schizoglossum,26,0.0,0.0,0.0,0.0,0.015921616656460504
87,Baissea,25,0.0,0.0,0.0,0.0,0.015309246785058175
327,Elaeagia,25,0.0,0.0,0.0,0.0,0.015309246785058175
450,Hillia,25,0.0,0.0,0.0,0.0,0.015309246785058175
494,Jobinia,25,0.0,0.0,0.0,0.0,0.015309246785058175
989,Streblosa,25,0.0,0.0,0.0,0.0,0.015309246785058175
363,Ferdinandusa,24,0.0,0.0,0.0,0.0,0.014696876913655848
464,Houstonia,24,0.0,0.0,0.0,0.0,0.014696876913655848
522,Lacmellea,24,0.0,0.0,0.0,0.0,0.014696876913655848
802,Polysphaeria,24,0.0,0.0,0.0,0.0,0.014696876913655848
561,Logania,23,0.0,0.0,0.0,0.0,0.014084507042253521
712,Pachypodium,23,0.0,0.0,0.0,0.0,0.014084507042253521
752,Pentopetia,23,0.0,0.0,0.0,0.0,0.014084507042253521
204,Coccocypselum,22,0.0,0.0,0.0,0.0,0.013472137170851195
238,Crawfurdia,22,0.0,0.0,0.0,0.0,0.013472137170851195
354,Exochaenium,22,0.0,0.0,0.0,0.0,0.013472137170851195
613,Minaria,22,0.0,0.0,0.0,0.0,0.013472137170851195
769,Phialanthus,22,0.0,0.0,0.0,0.0,0.013472137170851195
806,Porterandia,22,0.0,0.0,0.0,0.0,0.013472137170851195
899,Saldinia,22,0.0,0.0,0.0,0.0,0.013472137170851195
932,Sericanthe,22,0.0,0.0,0.0,0.0,0.013472137170851195
1037,Thliphthisa,22,0.0,0.0,0.0,0.0,0.013472137170851195
856,Retiniphyllum,21,0.0,0.0,0.0,0.0,0.012859767299448868
891,Rutidea,21,0.0,0.0,0.0,0.0,0.012859767299448868
894,Sabatia,21,0.0,0.0,0.0,0.0,0.012859767299448868
964,Staelia,21,0.0,0.0,0.0,0.0,0.012859767299448868
1087,Voyria,21,0.0,0.0,0.0,0.0,0.012859767299448868
845,Quaqua,20,0.0,0.0,0.0,0.0,0.01224739742804654
906,Schismatoclada,20,0.0,0.0,0.0,0.0,0.01224739742804654
361,Faroa,19,0.0,0.0,0.0,0.0,0.011635027556644213
575,Macroscepis,19,0.0,0.0,0.0,0.0,0.011635027556644213
946,Sipanea,19,0.0,0.0,0.0,0.0,0.011635027556644213
29,Alseis,18,0.0,0.0,0.0,0.0,0.011022657685241886
62,Arcytophyllum,18,0.0,0.0,0.0,0.0,0.011022657685241886
120,Bremeria,18,0.0,0.0,0.0,0.0,0.011022657685241886
163,Catesbaea,18,0.0,0.0,0.0,0.0,0.011022657685241886
252,Cuviera,18,0.0,0.0,0.0,0.0,0.011022657685241886
282,Dictyanthus,18,0.0,0.0,0.0,0.0,0.011022657685241886
289,Diodia,18,0.0,0.0,0.0,0.0,0.011022657685241886
317,Duvalia,18,0.0,0.0,0.0,0.0,0.011022657685241886
455,Hippotis,18,0.0,0.0,0.0,0.0,0.011022657685241886
495,Joosia,18,0.0,0.0,0.0,0.0,0.011022657685241886
704,Otiophora,18,0.0,0.0,0.0,0.0,0.011022657685241886
723,Paracephaelis,18,0.0,0.0,0.0,0.0,0.011022657685241886
391,Genianthus,17,0.0,0.0,0.0,0.0,0.010410287813839559
484,Isidorea,17,0.0,0.0,0.0,0.0,0.010410287813839559
620,Mitreola,17,0.0,0.0,0.0,0.0,0.010410287813839559
689,Opercularia,17,0.0,0.0,0.0,0.0,0.010410287813839559
864,Rhytidocaulon,17,0.0,0.0,0.0,0.0,0.010410287813839559
890,Rustia,17,0.0,0.0,0.0,0.0,0.010410287813839559
917,Schmidtottia,17,0.0,0.0,0.0,0.0,0.010410287813839559
1078,Vangueriella,17,0.0,0.0,0.0,0.0,0.010410287813839559
218,Coptosapelta,16,0.0,0.0,0.0,0.0,0.009797917942437232
521,Lachnostoma,16,0.0,0.0,0.0,0.0,0.009797917942437232
1094,Willughbeia,16,0.0,0.0,0.0,0.0,0.009797917942437232
247,Crusea,15,0.0,0.0,0.0,0.0,0.009185548071034905
448,Hexasepalum,15,0.0,0.0,0.0,0.0,0.009185548071034905
950,Sisyranthus,15,0.0,0.0,0.0,0.0,0.009185548071034905
182,Chilocarpus,14,0.0,0.0,0.0,0.0,0.008573178199632579
292,Diplolepis,14,0.0,0.0,0.0,0.0,0.008573178199632579
518,Kuepferia,14,0.0,0.0,0.0,0.0,0.008573178199632579
574,Macropharynx,14,0.0,0.0,0.0,0.0,0.008573178199632579
756,Perama,14,0.0,0.0,0.0,0.0,0.008573178199632579
779,Phyllopentas,14,0.0,0.0,0.0,0.0,0.008573178199632579
793,Platycarpum,14,0.0,0.0,0.0,0.0,0.008573178199632579
969,Stathmostelma,14,0.0,0.0,0.0,0.0,0.008573178199632579
37,Amphidasya,13,0.0,0.0,0.0,0.0,0.007960808328230252
58,Appunia,13,0.0,0.0,0.0,0.0,0.007960808328230252
143,Calyptranthera,13,0.0,0.0,0.0,0.0,0.007960808328230252
298,Discospermum,13,0.0,0.0,0.0,0.0,0.007960808328230252
303,Dolianthus,13,0.0,0.0,0.0,0.0,0.007960808328230252
520,Kutchubaea,13,0.0,0.0,0.0,0.0,0.007960808328230252
608,Micrechites,13,0.0,0.0,0.0,0.0,0.007960808328230252
696,Orianthera,13,0.0,0.0,0.0,0.0,0.007960808328230252
876,Rogiera,13,0.0,0.0,0.0,0.0,0.007960808328230252
937,Sherbournia,13,0.0,0.0,0.0,0.0,0.007960808328230252
963,Stachyarrhena,13,0.0,0.0,0.0,0.0,0.007960808328230252
1008,Tachia,13,0.0,0.0,0.0,0.0,0.007960808328230252
1054,Triainolepis,13,0.0,0.0,0.0,0.0,0.007960808328230252
1057,Trichostachys,13,0.0,0.0,0.0,0.0,0.007960808328230252
75,Astiella,12,0.0,0.0,0.0,0.0,0.007348438456827924
404,Glossostelma,12,0.0,0.0,0.0,0.0,0.007348438456827924
447,Hexaphylla,12,0.0,0.0,0.0,0.0,0.007348438456827924
472,Hymenocoleus,12,0.0,0.0,0.0,0.0,0.007348438456827924
609,Microloma,12,0.0,0.0,0.0,0.0,0.007348438456827924
668,Neuburgia,12,0.0,0.0,0.0,0.0,0.007348438456827924
823,Pseudolachnostoma,12,0.0,0.0,0.0,0.0,0.007348438456827924
1048,Tournefortiopsis,12,0.0,0.0,0.0,0.0,0.007348438456827924
81,Aulacocalyx,11,0.0,0.0,0.0,0.0,0.006736068585425597
104,Bikkia,11,0.0,0.0,0.0,0.0,0.006736068585425597
453,Hindsia,11,0.0,0.0,0.0,0.0,0.006736068585425597
474,Hyperacanthus,11,0.0,0.0,0.0,0.0,0.006736068585425597
763,Petalostelma,11,0.0,0.0,0.0,0.0,0.006736068585425597
955,Sommera,11,0.0,0.0,0.0,0.0,0.006736068585425597
981,Stevensia,11,0.0,0.0,0.0,0.0,0.006736068585425597
1009,Tachiadenus,11,0.0,0.0,0.0,0.0,0.006736068585425597
1016,Tapanhuacanga,11,0.0,0.0,0.0,0.0,0.006736068585425597
1062,Tromotriche,11,0.0,0.0,0.0,0.0,0.006736068585425597
1082,Villaria,11,0.0,0.0,0.0,0.0,0.006736068585425597
27,Allomarkgrafia,10,0.0,0.0,0.0,0.0,0.00612369871402327
79,Atrostemma,10,0.0,0.0,0.0,0.0,0.00612369871402327
111,Bonyunia,10,0.0,0.0,0.0,0.0,0.00612369871402327
161,Casasia,10,0.0,0.0,0.0,0.0,0.00612369871402327
192,Chthamalia,10,0.0,0.0,0.0,0.0,0.00612369871402327
549,Leptomischus,10,0.0,0.0,0.0,0.0,0.00612369871402327
638,Multidentia,10,0.0,0.0,0.0,0.0,0.00612369871402327
653,Nenax,10,0.0,0.0,0.0,0.0,0.00612369871402327
666,Nertera,10,0.0,0.0,0.0,0.0,0.00612369871402327
740,Payera,10,0.0,0.0,0.0,0.0,0.00612369871402327
774,Phyllanthera,10,0.0,0.0,0.0,0.0,0.00612369871402327
869,Riocreuxia,10,0.0,0.0,0.0,0.0,0.00612369871402327
50,Anthorrhiza,9,0.0,0.0,0.0,0.0,0.005511328842620943
146,Camptocarpus,9,0.0,0.0,0.0,0.0,0.005511328842620943
222,Cordylostigma,9,0.0,0.0,0.0,0.0,0.005511328842620943
272,Dentella,9,0.0,0.0,0.0,0.0,0.005511328842620943
341,Erithalis,9,0.0,0.0,0.0,0.0,0.005511328842620943
416,Greenea,9,0.0,0.0,0.0,0.0,0.005511328842620943
443,Hemipogon,9,0.0,0.0,0.0,0.0,0.005511328842620943
606,Meyna,9,0.0,0.0,0.0,0.0,0.005511328842620943
753,Peplonia,9,0.0,0.0,0.0,0.0,0.005511328842620943
781,Piaranthus,9,0.0,0.0,0.0,0.0,0.005511328842620943
910,Schizocalyx,9,0.0,0.0,0.0,0.0,0.005511328842620943
998,Suberanthus,9,0.0,0.0,0.0,0.0,0.005511328842620943
41,Ancylobothrys,8,0.0,0.0,0.0,0.0,0.004898958971218616
63,Argocoffeopsis,8,0.0,0.0,0.0,0.0,0.004898958971218616
117,Brachytome,8,0.0,0.0,0.0,0.0,0.004898958971218616
217,Coptophyllum,8,0.0,0.0,0.0,0.0,0.004898958971218616
342,Ernodea,8,0.0,0.0,0.0,0.0,0.004898958971218616
368,Fischeria,8,0.0,0.0,0.0,0.0,0.004898958971218616
409,Gongronema,8,0.0,0.0,0.0,0.0,0.004898958971218616
573,Macrocnemum,8,0.0,0.0,0.0,0.0,0.004898958971218616
602,Mesechites,8,0.0,0.0,0.0,0.0,0.004898958971218616
656,Neobracea,8,0.0,0.0,0.0,0.0,0.004898958971218616
705,Otomeria,8,0.0,0.0,0.0,0.0,0.004898958971218616
824,Pseudolithos,8,0.0,0.0,0.0,0.0,0.004898958971218616
865,Rhytidostemma,8,0.0,0.0,0.0,0.0,0.004898958971218616
947,Sipaneopsis,8,0.0,0.0,0.0,0.0,0.004898958971218616
958,Sphinctanthus,8,0.0,0.0,0.0,0.0,0.004898958971218616
962,Squamellaria,8,0.0,0.0,0.0,0.0,0.004898958971218616
968,Stapeliopsis,8,0.0,0.0,0.0,0.0,0.004898958971218616
976,Stenotis,8,0.0,0.0,0.0,0.0,0.004898958971218616
1017,Tapeinostemon,8,0.0,0.0,0.0,0.0,0.004898958971218616
1058,Tridentea,8,0.0,0.0,0.0,0.0,0.004898958971218616
1085,Virectaria,8,0.0,0.0,0.0,0.0,0.004898958971218616
1091,Warszewiczia,8,0.0,0.0,0.0,0.0,0.004898958971218616
0,Achilleanthus,7,0.0,0.0,0.0,0.0,0.004286589099816289
4,Acrosynanthus,7,0.0,0.0,0.0,0.0,0.004286589099816289
15,Agouticarpa,7,0.0,0.0,0.0,0.0,0.004286589099816289
36,Amphiasma,7,0.0,0.0,0.0,0.0,0.004286589099816289
90,Barjonia,7,0.0,0.0,0.0,0.0,0.004286589099816289
141,Calycosia,7,0.0,0.0,0.0,0.0,0.004286589099816289
144,Cameraria,7,0.0,0.0,0.0,0.0,0.004286589099816289
147,Canephora,7,0.0,0.0,0.0,0.0,0.004286589099816289
156,Carpacoce,7,0.0,0.0,0.0,0.0,0.004286589099816289
212,Condylocarpon,7,0.0,0.0,0.0,0.0,0.004286589099816289
269,Deianira,7,0.0,0.0,0.0,0.0,0.004286589099816289
403,Globulostylis,7,0.0,0.0,0.0,0.0,0.004286589099816289
593,Mastixiodendron,7,0.0,0.0,0.0,0.0,0.004286589099816289
614,Miraglossum,7,0.0,0.0,0.0,0.0,0.004286589099816289
766,Phaeostemma,7,0.0,0.0,0.0,0.0,0.004286589099816289
803,Polystemma,7,0.0,0.0,0.0,0.0,0.004286589099816289
967,Stapelianthus,7,0.0,0.0,0.0,0.0,0.004286589099816289
972,Stenaria,7,0.0,0.0,0.0,0.0,0.004286589099816289
1002,Symphyllophyton,7,0.0,0.0,0.0,0.0,0.004286589099816289
1074,Valantia,7,0.0,0.0,0.0,0.0,0.004286589099816289
18,Airosperma,6,0.0,0.0,0.0,0.0,0.003674219228413962
118,Bradea,6,0.0,0.0,0.0,0.0,0.003674219228413962
128,Bullockia,6,0.0,0.0,0.0,0.0,0.003674219228413962
178,Chamaepentas,6,0.0,0.0,0.0,0.0,0.003674219228413962
283,Dictyophleba,6,0.0,0.0,0.0,0.0,0.003674219228413962
367,Finlaysonia,6,0.0,0.0,0.0,0.0,0.003674219228413962
369,Flagenium,6,0.0,0.0,0.0,0.0,0.003674219228413962
371,Fockea,6,0.0,0.0,0.0,0.0,0.003674219228413962
379,Galactophora,6,0.0,0.0,0.0,0.0,0.003674219228413962
417,Greeniopsis,6,0.0,0.0,0.0,0.0,0.003674219228413962
425,Gyrandra,6,0.0,0.0,0.0,0.0,0.003674219228413962
481,Irlbachia,6,0.0,0.0,0.0,0.0,0.003674219228413962
498,Kailarsenia,6,0.0,0.0,0.0,0.0,0.003674219228413962
529,Larryleachia,6,0.0,0.0,0.0,0.0,0.003674219228413962
675,Nostolachma,6,0.0,0.0,0.0,0.0,0.003674219228413962
701,Orthopichonia,6,0.0,0.0,0.0,0.0,0.003674219228413962
749,Pentasacme,6,0.0,0.0,0.0,0.0,0.003674219228413962
807,Portlandia,6,0.0,0.0,0.0,0.0,0.003674219228413962
813,Prepusa,6,0.0,0.0,0.0,0.0,0.003674219228413962
961,Spongiosperma,6,0.0,0.0,0.0,0.0,0.003674219228413962
974,Stenostelma,6,0.0,0.0,0.0,0.0,0.003674219228413962
1064,Tweedia,6,0.0,0.0,0.0,0.0,0.003674219228413962
48,Antherostele,5,0.0,0.0,0.0,0.0,0.003061849357011635
55,Aoranthe,5,0.0,0.0,0.0,0.0,0.003061849357011635
66,Artia,5,0.0,0.0,0.0,0.0,0.003061849357011635
71,Aspidonepsis,5,0.0,0.0,0.0,0.0,0.003061849357011635
99,Belonophora,5,0.0,0.0,0.0,0.0,0.003061849357011635
109,Bobea,5,0.0,0.0,0.0,0.0,0.003061849357011635
181,Chelonanthus,5,0.0,0.0,0.0,0.0,0.003061849357011635
191,Chorisepalum,5,0.0,0.0,0.0,0.0,0.003061849357011635
215,Conostomium,5,0.0,0.0,0.0,0.0,0.003061849357011635
228,Couma,5,0.0,0.0,0.0,0.0,0.003061849357011635
253,Cyanoneuron,5,0.0,0.0,0.0,0.0,0.003061849357011635
271,Denscantia,5,0.0,0.0,0.0,0.0,0.003061849357011635
284,Didymaea,5,0.0,0.0,0.0,0.0,0.003061849357011635
287,Didymosalpinx,5,0.0,0.0,0.0,0.0,0.003061849357011635
295,Dirichletia,5,0.0,0.0,0.0,0.0,0.003061849357011635
304,Dolichocarpa,5,0.0,0.0,0.0,0.0,0.003061849357011635
325,Edrastima,5,0.0,0.0,0.0,0.0,0.003061849357011635
338,Epigynum,5,0.0,0.0,0.0,0.0,0.003061849357011635
347,Eustegia,5,0.0,0.0,0.0,0.0,0.003061849357011635
392,Geniostemon,5,0.0,0.0,0.0,0.0,0.003061849357011635
401,Gleasonia,5,0.0,0.0,0.0,0.0,0.003061849357011635
461,Homollea,5,0.0,0.0,0.0,0.0,0.003061849357011635
519,Kupeantha,5,0.0,0.0,0.0,0.0,0.003061849357011635
536,Laxoplumeria,5,0.0,0.0,0.0,0.0,0.003061849357011635
567,Lygisma,5,0.0,0.0,0.0,0.0,0.003061849357011635
589,Martensianthus,5,0.0,0.0,0.0,0.0,0.003061849357011635
621,Mitriostigma,5,0.0,0.0,0.0,0.0,0.003061849357011635
625,Monolluma,5,0.0,0.0,0.0,0.0,0.003061849357011635
636,Mouretia,5,0.0,0.0,0.0,0.0,0.003061849357011635
645,Myrmephytum,5,0.0,0.0,0.0,0.0,0.003061849357011635
654,Neobertiera,5,0.0,0.0,0.0,0.0,0.003061849357011635
663,Nephradenia,5,0.0,0.0,0.0,0.0,0.003061849357011635
669,Neurocalyx,5,0.0,0.0,0.0,0.0,0.003061849357011635
741,Pectinaria,5,0.0,0.0,0.0,0.0,0.003061849357011635
762,Pervillaea,5,0.0,0.0,0.0,0.0,0.003061849357011635
773,Phyllangium,5,0.0,0.0,0.0,0.0,0.003061849357011635
796,Pleioceras,5,0.0,0.0,0.0,0.0,0.003061849357011635
853,Razafimandimbisonia,5,0.0,0.0,0.0,0.0,0.003061849357011635
908,Schizacme,5,0.0,0.0,0.0,0.0,0.003061849357011635
930,Secondatia,5,0.0,0.0,0.0,0.0,0.003061849357011635
965,Standleya,5,0.0,0.0,0.0,0.0,0.003061849357011635
970,Steenisia,5,0.0,0.0,0.0,0.0,0.003061849357011635
1007,Tacazzea,5,0.0,0.0,0.0,0.0,0.003061849357011635
1019,Tarennella,5,0.0,0.0,0.0,0.0,0.003061849357011635
1081,Vidalasia,5,0.0,0.0,0.0,0.0,0.003061849357011635
14,Agathisanthemum,4,0.0,0.0,0.0,0.0,0.002449479485609308
45,Anisopus,4,0.0,0.0,0.0,0.0,0.002449479485609308
68,Asketanthera,4,0.0,0.0,0.0,0.0,0.002449479485609308
80,Augusta,4,0.0,0.0,0.0,0.0,0.002449479485609308
129,Bungarimba,4,0.0,0.0,0.0,0.0,0.002449479485609308
150,Canthiumera,4,0.0,0.0,0.0,0.0,0.002449479485609308
158,Carruthersia,4,0.0,0.0,0.0,0.0,0.002449479485609308
166,Caudanthera,4,0.0,0.0,0.0,0.0,0.002449479485609308
179,Chapelieria,4,0.0,0.0,0.0,0.0,0.002449479485609308
188,Chloropetalum,4,0.0,0.0,0.0,0.0,0.002449479485609308
211,Condaminea,4,0.0,0.0,0.0,0.0,0.002449479485609308
225,Cosmibuena,4,0.0,0.0,0.0,0.0,0.002449479485609308
241,Cristobalia,4,0.0,0.0,0.0,0.0,0.002449479485609308
339,Epistemma,4,0.0,0.0,0.0,0.0,0.002449479485609308
366,Fernelia,4,0.0,0.0,0.0,0.0,0.002449479485609308
374,Fosbergia,4,0.0,0.0,0.0,0.0,0.002449479485609308
384,Galopina,4,0.0,0.0,0.0,0.0,0.002449479485609308
517,Kraussia,4,0.0,0.0,0.0,0.0,0.002449479485609308
534,Laubertia,4,0.0,0.0,0.0,0.0,0.002449479485609308
542,Lemyrea,4,0.0,0.0,0.0,0.0,0.002449479485609308
544,Lepinia,4,0.0,0.0,0.0,0.0,0.002449479485609308
598,Melanoxerus,4,0.0,0.0,0.0,0.0,0.002449479485609308
629,Morilloa,4,0.0,0.0,0.0,0.0,0.002449479485609308
644,Myrmeconauclea,4,0.0,0.0,0.0,0.0,0.002449479485609308
730,Paralasianthus,4,0.0,0.0,0.0,0.0,0.002449479485609308
731,Paranotis,4,0.0,0.0,0.0,0.0,0.002449479485609308
750,Pentatropis,4,0.0,0.0,0.0,0.0,0.002449479485609308
768,Pherotrichis,4,0.0,0.0,0.0,0.0,0.002449479485609308
770,Phialiphora,4,0.0,0.0,0.0,0.0,0.002449479485609308
777,Phyllocyclus,4,0.0,0.0,0.0,0.0,0.002449479485609308
784,Picrophloeus,4,0.0,0.0,0.0,0.0,0.002449479485609308
788,Pinochia,4,0.0,0.0,0.0,0.0,0.002449479485609308
792,Planaltina,4,0.0,0.0,0.0,0.0,0.002449479485609308
811,Pouchetia,4,0.0,0.0,0.0,0.0,0.002449479485609308
827,Pseudomussaenda,4,0.0,0.0,0.0,0.0,0.002449479485609308
909,Schizenterospermum,4,0.0,0.0,0.0,0.0,0.002449479485609308
985,Stilpnophyllum,4,0.0,0.0,0.0,0.0,0.002449479485609308
1033,Theligonum,4,0.0,0.0,0.0,0.0,0.002449479485609308
1065,Tylodontia,4,0.0,0.0,0.0,0.0,0.002449479485609308
1079,Vangueriopsis,4,0.0,0.0,0.0,0.0,0.002449479485609308
35,Ambelania,3,0.0,0.0,0.0,0.0,0.001837109614206981
43,Anemotrochus,3,0.0,0.0,0.0,0.0,0.001837109614206981
46,Anisotoma,3,0.0,0.0,0.0,0.0,0.001837109614206981
83,Austrochthamalia,3,0.0,0.0,0.0,0.0,0.001837109614206981
84,Badusa,3,0.0,0.0,0.0,0.0,0.001837109614206981
92,Bartonia,3,0.0,0.0,0.0,0.0,0.001837109614206981
94,Batesanthus,3,0.0,0.0,0.0,0.0,0.001837109614206981
96,Batopedina,3,0.0,0.0,0.0,0.0,0.001837109614206981
105,Bisgoeppertia,3,0.0,0.0,0.0,0.0,0.001837109614206981
135,Callipeltis,3,0.0,0.0,0.0,0.0,0.001837109614206981
157,Carphalea,3,0.0,0.0,0.0,0.0,0.001837109614206981
167,Celiantha,3,0.0,0.0,0.0,0.0,0.001837109614206981
172,Cerberiopsis,3,0.0,0.0,0.0,0.0,0.001837109614206981
175,Chaetostachydium,3,0.0,0.0,0.0,0.0,0.001837109614206981
193,Cibirhiza,3,0.0,0.0,0.0,0.0,0.001837109614206981
209,Colletoecema,3,0.0,0.0,0.0,0.0,0.001837109614206981
227,Cosmostigma,3,0.0,0.0,0.0,0.0,0.001837109614206981
230,Coutaportla,3,0.0,0.0,0.0,0.0,0.001837109614206981
232,Coutareopsis,3,0.0,0.0,0.0,0.0,0.001837109614206981
235,Cracosna,3,0.0,0.0,0.0,0.0,0.001837109614206981
270,Dendrosipanea,3,0.0,0.0,0.0,0.0,0.001837109614206981
280,Dibridsonia,3,0.0,0.0,0.0,0.0,0.001837109614206981
333,Emplectanthus,3,0.0,0.0,0.0,0.0,0.001837109614206981
357,Fadogiella,3,0.0,0.0,0.0,0.0,0.001837109614206981
